url,links_in_tags,submit_email,sfh,iframe,popup_window,onmouseover,right_clic,abnormal_subdomain,redirection,status
http://www.jp519.com/,100,0,0,0,0,0,0,0,0,1
https://www.velocidrone.com/,55.55555556,0,0,0,0,0,0,0,0,1
http://www.tutorialspoint.com/dbms/,66.66666667,0,0,0,0,0,0,0,0,1
http://www.domarada.sk,0,0,0,0,0,0,0,0,1,1
https://www.prepaid-karte-vergleich.de/,0,0,0,0,0,0,0,0,0,1
https://www.youtube.com/channel/UCLSjw7g5U48jgtjaeyjfwjQ,70.58823529,0,0,0,0,0,0,0,0,1
http://www.webopedia.com/TERM/C/CLI.html,30.95238095,0,0,0,0,0,0,0,1,1
https://www.allmenus.com/nc/charlotte/89187-mimosa-grill/menu/,95.23809524,0,0,0,0,0,0,0,0,1
http://www.makeuseof.com/tag/p2p-peer-peer-file-sharing-works/,18.75,0,0,0,0,0,0,0,1,1
http://www.picfront.org/,68.75,0,0,0,0,0,0,0,3,1
https://www.beddenreus.nl/,83.33333333,0,0,0,0,0,0,0,0,1
https://www.simpsonbayresort.com/,0,0,0,0,0,0,0,0,0,1
http://hamathiel-sunsheer.tumblr.com,50,0,0,0,0,0,0,0,1,1
http://ipnpr.jpl.nasa.gov/progress_report/42-64/64G.PDF,0,0,0,0,0,0,0,0,1,1
https://www.powerhome.jp/,86.66666667,0,0,0,0,0,0,0,0,1
https://www.insidethefun.com/Login.aspx?redir=/default.aspx,100,0,0,0,0,0,0,0,0,1
http://www.accaparlante.it/,100,0,0,0,0,0,0,0,0,1
https://www.learnnext.com/user/signUpNew.htm,82.35294118,0,0,0,0,0,0,0,1,1
https://www.megachords.com/gigi/chords/amnesia/,50,0,0,0,0,0,0,0,2,1
http://netizenbuzz.blogspot.com/,25,0,0,0,0,0,0,0,0,1
http://www.vagueware.com/proprietary-software/,60,0,0,0,0,0,0,0,0,1
http://learnmore.duke.edu/certificates/digital_marketing,92,0,0,0,0,0,0,0,1,1
http://www.centcom.mil/ABOUT-US/COMMAND-NARRATIVE/,91.66666667,0,0,0,0,0,0,0,1,1
https://www.theswiftcodes.com/kenya/ninckena/,45.45454545,0,0,0,0,0,0,0,0,1
https://pannative.blogspot.com/,23.07692308,0,0,0,0,0,0,0,0,1
http://www.bionity.com/en/encyclopedia/Digene.html,76.92307692,0,0,0,0,0,0,0,2,1
http://www.mebank.com.au/about-us/resources/everyday-transaction-account-faqs/,90,0,0,0,0,0,0,0,2,1
https://www.crossstitch.pk/,85.71428571,0,0,0,0,0,0,0,1,1
http://www.ijtte.com/uploads/2014-09-07/5d577a86-202d-e1a1IJTTE_Vol%204%283%29_4.pdf,0,0,0,0,0,0,0,0,0,1
http://www.partycity.com/category/party+ideas/birthday/boys/mickey+mouse.do,76.92307692,0,0,0,0,0,0,0,3,1
https://kodi.tv/addons/context-menus,80,0,0,0,0,0,0,0,0,1
https://www.virzoom.com/,55.55555556,0,0,0,0,0,0,0,0,1
https://en.wikipedia.org/wiki/Switched_at_Birth_(season_5),100,0,0,0,0,0,0,0,0,1
http://singapore.recruit.net/search-interactive-media-designer-jobs,16.66666667,0,0,0,1,0,0,0,1,1
https://www.nist.gov/pml/time-and-frequency-division/popular-links/help-radio-controlled-clocks,90.90909091,0,0,0,0,0,0,0,1,1
http://www.edisontechcenter.org/Transmission.html,100,0,0,0,0,0,0,0,1,1
http://blog.unibulmerchantservices.com/credit-card-transaction-processing-basics/,44.11764706,0,0,0,0,0,0,0,0,1
https://www.tabellenexperte.de,100,0,0,0,0,0,0,0,0,1
http://gockinhnghiem.com/about/,100,0,0,0,0,0,0,0,0,1
https://en.wikipedia.org/wiki/Network_topology,100,0,0,0,0,0,0,0,0,1
http://teksty-pesenok.ru/tracey-curtis/tekst-pesni-the-john-peel-song/1606493/,100,0,0,0,0,0,0,0,1,1
http://www.ciclic.fr/,100,0,0,0,0,0,0,0,1,1
https://www.tumblr.com/safe-mode?url=https%3A%2F%2Fmc1235711.tumblr.com%2F,0,0,0,0,0,0,0,0,0,1
http://vimall.ru/,100,0,0,0,0,0,0,0,1,1
http://www.diffen.com/difference/MMS_vs_SMS,100,0,0,0,0,0,0,0,1,1
http://bangla.plus,85.71428571,0,0,0,0,0,0,0,1,1
http://jcs.biologists.org/content/joces/117/25/6061.full.pdf,0,0,0,0,0,0,0,0,1,1
http://disney.wikia.com/wiki/The_Mickey_Mouse_Club,25,0,0,0,0,0,0,0,1,1
https://www.hornguys.com/,85,0,0,0,0,0,0,0,0,1
http://xahlee.info/kbd/dvorak_vs_colemak.html,66.66666667,0,0,0,0,0,0,0,0,1
https://developer.mozilla.org/en-US/docs/Web/API/Web_Speech_API,88.46153846,0,0,0,0,0,0,0,0,1
http://supremecourt.gov.np/web/,50,0,0,0,0,0,0,0,0,1
http://desomnis.tumblr.com,100,0,0,0,0,0,0,0,1,1
http://www.mamasvib.com/,42.85714286,0,0,0,0,0,0,0,1,1
http://www.japanese-buddhism.com/noble-eightfold-path.html,80,0,0,0,0,0,0,0,1,1
https://for-sale.yakaz.com/digital-cameras,60,0,0,0,0,0,0,0,2,1
http://biddle-air.co.uk,80,0,0,0,0,0,0,0,1,1
https://www.ademforcongress.com/,53.84615385,0,0,0,0,0,0,0,1,1
http://www.nationsonline.org/oneworld/map/google_map_Nice.htm,75,0,0,0,0,0,0,0,1,1
http://www.innovativephp.com/,100,0,0,0,0,0,0,0,0,1
