URL,Length,Result
https://eviteoperigocompreonlineaqui.com/oferta-do-dia/322120771/?gela...,73,-1
http://atenditod2.sslblindado.com/BradescoToken/favorits...,59,-1
https://ibraibraa.000webhostapp.com/recovery-Ibrai.html...,58,-1
https://pendingmessages.delivery.kidsfashion.com.mx/postmaster_logs/05...,73,-1
https://pt.cam.exposed/,23,-1
https://it.cam.exposed/,23,-1
https://ru.cam.exposed/,23,-1
https://es.cam.exposed/,23,-1
https://fr.cam.exposed/,23,-1
https://de.cam.exposed/,23,-1
http://acc-notification-security.my.id/,39,-1
https://bit.ly/2SJ2DIP,22,-1
http://fbs101088810-com.preview-domain.com/,43,-1
https://www.paypaypunsejp.com/,30,-1
https://blandaflats.buzz/tim/eAgqsVqudR7WF5Au65n6PIimvgHMtXEiyUTzlsAVc...,73,-1
http://srv88182.ht-test.ru/working/[email protected],52,-1
http://grupo-bancolombia.com,28,-1
http://grupo-bancolombia.com/,29,-1
https://allsenditnow.weebly.com/,32,-1
https://apzscdz.000webhostapp.com/login.htm,43,-1
http://clientebanrural-appvirtual.com/cb/pages/jsp-ns/login-cons/...,68,-1
https://account-update.mixh.jp/amazon.co.jp/,44,-1
https://juntnaodeixaremos.com/MeusProdutos/Prefetch.php?skullid=360564...,73,-1
https://aolfbsetting.wixsite.com/setting,40,-1
